,Reader serial number,ID Merchant,Merchant name,State,Business line,Transaction date,ID transaction,Card type,Card brand,TPV,Comission,Txn type,Ubication,Capture,ID Distributor,Payment to distrubutor,MIF
12,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-01 18:45:33,286200308,DEBIT,VISA,212.29,1.0,venta,Nacional,nfc,1291,0.27,0
13,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 09:18:09,286277735,DEBIT,VISA,259.84,1.0,venta,Nacional,emvf,1291,0.32,0
14,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 10:54:06,286292124,DEBIT,MASTERCARD,4056.52,1.0,venta,Nacional,emvf,1291,5.07,0
15,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 11:01:34,286293414,CREDIT,MASTERCARD,2597.85,1.0,venta,Nacional,emvf,1291,3.25,0
16,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 11:21:59,286296941,DEBIT,VISA,776.11,1.0,venta,Nacional,emvf,1291,0.97,0
17,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 12:44:59,286312457,DEBIT,VISA,319.48,1.0,venta,Nacional,emvf,1291,0.4,0
18,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 13:04:38,286316218,DEBIT,MASTERCARD,1347.92,1.0,venta,Nacional,emvf,1291,1.68,0
19,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 14:46:37,286337175,DEBIT,MASTERCARD,4657.12,1.0,venta,Nacional,emvf,1291,5.82,0
20,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-02 17:10:42,286366971,DEBIT,MASTERCARD,3496.17,1.0,venta,Nacional,emvf,1291,4.37,0
21,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 11:07:53,286470549,DEBIT,VISA,266.8,1.0,venta,Nacional,emvf,1291,0.33,0
22,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 11:18:30,286472102,DEBIT,VISA,4944.45,1.0,venta,Nacional,emvf,1291,6.18,0
23,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 11:58:25,286479433,CREDIT,MASTERCARD,3500.0,1.0,venta,Nacional,emvf,1291,4.38,0
24,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 11:59:37,286479633,DEBIT,MASTERCARD,1073.53,1.0,venta,Nacional,emvf,1291,1.34,0
25,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 12:45:28,286488472,DEBIT,VISA,533.6,1.0,venta,Nacional,emvf,1291,0.67,0
26,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 13:09:59,286493389,DEBIT,VISA,711.03,1.0,venta,Nacional,emvf,1291,0.89,0
27,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 13:52:44,286502284,DEBIT,VISA,348.0,1.0,venta,Nacional,emvf,1291,0.44,0
28,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 15:57:03,286528917,DEBIT,VISA,200.68,1.0,venta,Nacional,emvf,1291,0.25,0
29,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 16:03:29,286530239,DEBIT,MASTERCARD,382.8,1.0,venta,Nacional,emvf,1291,0.48,0
30,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 17:08:12,286543686,DEBIT,VISA,259.84,1.0,venta,Nacional,nfc,1291,0.32,0
31,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-03 17:34:07,286549213,CREDIT,MASTERCARD,4220.08,1.0,venta,Nacional,emvf,1291,5.28,0
32,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 09:20:14,286637921,CREDIT,VISA,477.92,1.0,venta,Nacional,emvf,1291,0.6,0
33,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 10:46:13,286651480,DEBIT,VISA,638.08,1.0,venta,Nacional,emvf,1291,0.8,0
34,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 10:48:19,286651847,DEBIT,MASTERCARD,2731.8,1.0,venta,Nacional,emvf,1291,3.41,0
35,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 11:56:30,286664537,DEBIT,VISA,1039.36,1.0,venta,Nacional,emvf,1291,1.3,0
36,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 12:16:17,286668413,DEBIT,VISA,5250.41,1.0,venta,Nacional,emvf,1291,6.56,0
37,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 12:55:50,286676458,DEBIT,VISA,160.04,1.0,venta,Nacional,emvf,1291,0.2,0
38,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 13:27:56,286683380,DEBIT,VISA,69.6,1.0,venta,Nacional,nfc,1291,0.09,0
39,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 14:25:50,286695888,DEBIT,MASTERCARD,7945.99,1.0,venta,Nacional,emvf,1291,9.93,0
40,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 14:49:59,286701166,DEBIT,MASTERCARD,800.4,1.0,venta,Nacional,emvf,1291,1.0,0
41,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 15:27:20,286709548,DEBIT,VISA,273.76,1.0,venta,Nacional,emvf,1291,0.34,0
42,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-04 17:34:29,286738493,DEBIT,VISA,222.72,1.0,venta,Nacional,nfc,1291,0.28,0
43,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 09:33:54,286842510,DEBIT,VISA,259.84,1.0,venta,Nacional,emvf,1291,0.32,0
44,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 10:13:48,286848984,CREDIT,VISA,1000.0,1.0,venta,Nacional,emvf,1291,1.25,0
45,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 10:15:00,286849193,DEBIT,VISA,103.52,1.0,venta,Nacional,emvf,1291,0.13,0
46,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 11:09:45,286859310,DEBIT,MASTERCARD,1692.47,1.0,venta,Nacional,emvf,1291,2.12,0
47,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 11:17:37,286860829,DEBIT,MASTERCARD,266.8,1.0,venta,Nacional,emvf,1291,0.33,0
48,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 11:44:05,286865970,DEBIT,MASTERCARD,821.28,1.0,venta,Nacional,emvf,1291,1.03,0
49,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 11:57:45,286868776,CREDIT,VISA,1719.12,1.0,venta,Nacional,emvf,1291,2.15,0
50,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 13:54:36,286893468,DEBIT,VISA,533.6,1.0,venta,Nacional,emvf,1291,0.67,0
51,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 13:57:42,286894129,CREDIT,VISA,157.41,1.0,venta,Nacional,emvf,1291,0.2,0
52,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 15:43:00,286918216,DEBIT,MASTERCARD,519.68,1.0,venta,Nacional,emvf,1291,0.65,0
53,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 16:57:37,286936625,CREDIT,MASTERCARD,744.38,1.0,venta,Nacional,emvf,1291,0.93,0
54,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-05 17:26:39,286943934,CREDIT,VISA,3613.4,1.0,venta,Nacional,emvf,1291,4.52,0
55,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-06 11:55:01,287098460,DEBIT,VISA,894.52,1.0,venta,Nacional,emvf,1291,1.12,0
56,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-06 12:10:05,287101858,CREDIT,VISA,133.63,1.0,venta,Nacional,emvf,1291,0.17,0
57,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-06 13:45:03,287124220,DEBIT,VISA,1475.23,1.0,venta,Nacional,emvf,1291,1.84,0
58,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 10:52:29,287475453,DEBIT,VISA,4106.4,1.0,venta,Nacional,emvf,1291,5.13,0
59,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 11:10:50,287478810,DEBIT,VISA,445.44,1.0,venta,Nacional,emvf,1291,0.56,0
60,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 12:03:51,287489123,DEBIT,VISA,226.2,1.0,venta,Nacional,nfc,1291,0.28,0
61,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 12:33:12,287495044,CREDIT,VISA,13929.28,1.0,venta,Nacional,emvf,1291,17.41,0
62,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 12:53:41,287499245,DEBIT,MASTERCARD,320.16,1.0,venta,Nacional,emvf,1291,0.4,0
63,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 13:29:56,287507115,DEBIT,VISA,800.4,1.0,venta,Nacional,emvf,1291,1.0,0
64,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 15:14:27,287530776,DEBIT,VISA,352.64,1.0,venta,Nacional,emvf,1291,0.44,0
65,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 15:39:29,287536349,CREDIT,VISA,191.63,1.0,venta,Nacional,nfc,1291,0.24,0
66,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:26:44,287546902,CREDIT,VISA,100000.0,1.0,venta,Nacional,emvf,1291,125.0,0
67,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:27:20,287547051,CREDIT,MASTERCARD,105000.0,1.0,venta,Nacional,emvf,1291,131.25,0
68,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:28:03,287547213,CREDIT,MASTERCARD,95000.0,1.0,venta,Nacional,emvf,1291,118.75,0
69,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:28:37,287547329,CREDIT,MASTERCARD,102000.0,1.0,venta,Nacional,emvf,1291,127.5,0
70,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:29:51,287547589,CREDIT,MASTERCARD,98000.0,1.0,venta,Nacional,emvf,1291,122.5,0
71,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:30:45,287547785,CREDIT,MASTERCARD,101000.0,1.0,venta,Nacional,emvf,1291,126.25,0
72,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:31:50,287548002,CREDIT,MASTERCARD,99000.0,1.0,venta,Nacional,emvf,1291,123.75,0
73,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:33:32,287548383,CREDIT,MASTERCARD,20000.0,1.0,venta,Nacional,emvf,1291,25.0,0
74,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 16:57:46,287553813,DEBIT,VISA,4196.88,1.0,venta,Nacional,emvf,1291,5.25,0
75,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 17:15:11,287557862,DEBIT,VISA,6905.48,1.0,venta,Nacional,emvf,1291,8.63,0
76,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 17:21:36,287559337,DEBIT,MASTERCARD,1531.2,1.0,venta,Nacional,emvf,1291,1.91,0
77,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 17:29:00,287561079,CREDIT,MASTERCARD,1861.46,1.0,venta,Nacional,emvf,1291,2.33,0
78,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 17:34:12,287562329,DEBIT,VISA,4653.92,1.0,venta,Nacional,emvf,1291,5.82,0
79,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-08 17:35:31,287562639,CREDIT,VISA,6198.46,1.0,venta,Nacional,emvf,1291,7.75,0
80,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 09:42:04,287654793,DEBIT,MASTERCARD,4454.4,1.0,venta,Nacional,emvf,1291,5.57,0
81,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 09:43:52,287655074,DEBIT,MASTERCARD,11832.0,1.0,venta,Nacional,emvf,1291,14.79,0
82,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 11:44:30,287674967,DEBIT,VISA,6846.37,1.0,venta,Nacional,emvf,1291,8.56,0
83,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 12:03:45,287678347,CREDIT,VISA,3591.36,1.0,venta,Nacional,emvf,1291,4.49,0
84,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 12:10:38,287679629,DEBIT,VISA,460.52,1.0,venta,Nacional,emvf,1291,0.58,0
85,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 12:45:04,287685951,DEBIT,VISA,5409.66,1.0,venta,Nacional,emvf,1291,6.76,0
86,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 13:42:09,287697284,DEBIT,VISA,300.44,1.0,venta,Nacional,nfc,1291,0.38,0
87,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 14:04:28,287701769,CREDIT,VISA,348.0,1.0,venta,Nacional,emvf,1291,0.44,0
88,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 14:55:30,287712411,CREDIT,VISA,8350.0,1.0,venta,Nacional,emvf,1291,10.44,0
89,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 15:36:09,287720678,CREDIT,VISA,2996.86,1.0,venta,Nacional,emvf,1291,3.75,0
90,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 16:12:38,287727919,DEBIT,VISA,736.43,1.0,venta,Nacional,emvf,1291,0.92,0
91,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 16:20:13,287729407,CREDIT,MASTERCARD,9500.4,1.0,venta,Nacional,emvf,1291,11.88,0
92,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:01:26,287737552,CREDIT,MASTERCARD,100000.0,1.0,venta,Nacional,emvf,1291,125.0,0
93,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:01:43,287737606,CREDIT,MASTERCARD,105000.0,1.0,venta,Nacional,emvf,1291,131.25,0
94,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:02:00,287737669,CREDIT,MASTERCARD,95000.0,1.0,venta,Nacional,emvf,1291,118.75,0
95,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:11:01,287739531,CREDIT,MASTERCARD,102000.0,1.0,venta,Nacional,emvf,1291,127.5,0
96,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:11:20,287739591,CREDIT,MASTERCARD,98000.0,1.0,venta,Nacional,emvf,1291,122.5,0
97,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 17:11:39,287739651,CREDIT,MASTERCARD,86000.0,1.0,venta,Nacional,emvf,1291,107.5,0
98,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-09 18:06:51,287750431,DEBIT,MASTERCARD,3550.0,1.0,venta,Nacional,emvf,1291,4.44,0
99,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 10:22:44,287835100,DEBIT,VISA,21.87,1.0,venta,Nacional,nfc,1291,0.03,0
100,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 10:40:44,287838181,DEBIT,VISA,6090.0,1.0,venta,Nacional,emvf,1291,7.61,0
101,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 11:24:19,287845967,CREDIT,MASTERCARD,1763.2,1.0,venta,Nacional,emvf,1291,2.2,0
102,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 11:31:22,287847287,CREDIT,MASTERCARD,2299.09,1.0,venta,Nacional,emvf,1291,2.87,0
103,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 11:35:01,287847936,DEBIT,VISA,348.58,1.0,venta,Nacional,nfc,1291,0.44,0
104,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 11:39:06,287848643,DEBIT,MASTERCARD,14302.8,1.0,venta,Nacional,emvf,1291,17.88,0
105,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 12:15:28,287855547,CREDIT,MASTERCARD,314.87,1.0,venta,Nacional,nfc,1291,0.39,0
106,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 12:52:04,287862550,DEBIT,VISA,208.8,1.0,venta,Nacional,emvf,1291,0.26,0
107,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 13:45:59,287873529,CREDIT,VISA,666.34,1.0,venta,Nacional,emvf,1291,0.83,0
108,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 14:17:23,287880027,CREDIT,VISA,494.38,1.0,venta,Nacional,emvf,1291,0.62,0
109,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 15:39:29,287897638,CREDIT,MASTERCARD,1208.65,1.0,venta,Nacional,emvf,1291,1.51,0
110,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 16:34:58,287909506,CREDIT,VISA,4425.17,1.0,venta,Nacional,emvf,1291,5.53,0
111,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 16:51:49,287913011,DEBIT,VISA,407.76,1.0,venta,Nacional,emvf,1291,0.51,0
112,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-10 18:37:10,287934898,CREDIT,MASTERCARD,3348.37,1.0,venta,Nacional,emvf,1291,4.19,0
113,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 10:06:42,288017370,DEBIT,MASTERCARD,519.68,1.0,venta,Nacional,emvf,1291,0.65,0
114,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 11:39:24,288033995,DEBIT,VISA,802.72,1.0,venta,Nacional,emvf,1291,1.0,0
115,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 12:10:54,288039882,CREDIT,MASTERCARD,576.52,1.0,venta,Nacional,emvf,1291,0.72,0
116,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 12:11:48,288040061,DEBIT,VISA,640.0,1.0,venta,Nacional,emvf,1291,0.8,0
117,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 12:24:07,288042389,CREDIT,VISA,631.04,1.0,venta,Nacional,emvf,1291,0.79,0
118,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 12:29:08,288043417,DEBIT,VISA,14719.52,1.0,venta,Nacional,emvf,1291,18.4,0
119,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 12:50:20,288047559,DEBIT,VISA,2366.4,1.0,venta,Nacional,emvf,1291,2.96,0
120,SUNMI-GENERIC-ULTRA-READER,405422,Grupetec,Sonora,"Ferreterías, Accesorios y Equipo",2025-09-11 13:13:21,288052447,CREDIT,VISA,228.35,1.0,venta,Nacional,nfc,1291,0.29,0
